Date,Sentiment_Free_Malaysia_Today,Sentiment_The_Star,Sentiment_Yahoo_Finance,Sentiment_i3Investor
2026-01-05,,,0.25,0.4
2026-01-02,,,,0.0
2025-12-31,,0.25,,
2025-12-30,,,,-0.7
2025-12-29,,0.0,,
2025-12-28,,0.0,,
2025-12-24,,,,0.05
2025-12-22,,,,0.4
2025-12-18,,0.0,,0.1167
2025-12-17,,0.2,,0.0
2025-12-16,,0.0,,0.4
2025-12-15,,,,0.3
2025-12-14,,0.0,,
2025-12-12,,,,0.385
2025-12-11,,0.0,,
2025-12-10,,0.0,,
2025-12-09,,0.2,,
2025-12-05,,,,-0.1
2025-12-04,,0.1,,0.6
2025-12-03,,,,0.325
2025-12-02,,0.1,,0.15
2025-12-01,,0.2,,0.1
2025-11-28,,0.0,,
2025-11-27,,,,0.35
2025-11-20,,,,0.15
2025-11-19,,,0.35,
2025-11-18,,-0.2,,0.0567
2025-11-17,,0.1,,-0.05
2025-11-15,,0.0,,
2025-11-12,,0.1,,
2025-11-10,,0.1,,
2025-11-07,,,,-0.2
2025-11-03,,,,0.0
2025-10-31,,0.2,,
2025-10-29,,,,-0.18
2025-10-28,,0.0,,
2025-10-22,,,,0.25
2025-10-21,,,,0.55
2025-10-17,,,,0.0
2025-10-10,,-0.2,,-0.1267
2025-10-09,,-0.1,0.2,
2025-10-06,,0.0,,
2025-10-03,,0.0,,
2025-10-02,,0.2,,0.2586
2025-10-01,,0.1,,0.31
2025-09-24,,,,0.2
2025-09-23,,0.46,,0.2
2025-09-22,,0.0,,0.2
2025-09-20,,0.2,,
2025-09-16,,0.0,,
2025-09-11,,-0.1,,
2025-09-10,,,,0.75
2025-09-07,,0.0,,
2025-09-03,,,,0.32
2025-09-02,,,,0.6
2025-08-31,,-0.1,,
2025-08-29,,0.0,-0.1,
2025-08-27,,0.2,,0.0625
2025-08-26,,0.0667,,0.32
2025-08-20,,0.1,,
2025-08-07,,,,0.28
2025-08-04,,,,0.44
2025-08-03,,-0.1,,
2025-07-29,,,,-0.2
2025-07-23,,0.1,,
2025-07-18,,,,0.2
2025-07-11,,,,0.25
2025-07-09,,0.0,,-0.075
2025-07-08,,,,0.2
2025-07-07,,,,0.2
2025-07-04,,0.0,,-0.3167
2025-07-03,,,,-0.6
2025-07-01,,,,0.15
2025-06-27,,,,0.2
2025-06-26,,0.1,,0.21
2025-06-25,,,,-0.2
2025-06-24,,,0.35,0.7
2025-06-23,,,,0.15
2025-06-20,,,,-0.4
2025-06-19,,,,-0.1075
2025-06-18,-0.85,-0.56,,-0.6
2025-06-16,,,,-0.05
2025-06-12,,,,0.2
2025-06-10,,,,-0.075
2025-06-09,,,,0.2
2025-06-06,,,,0.2
2025-06-05,,,,0.2
2025-05-28,,0.0,,
2025-05-27,,0.0,,-0.3333
2025-05-26,-0.725,-0.8,,
2025-05-23,,0.3,,0.15
2025-05-22,,,,0.1312
2025-05-21,,0.2,,0.725
2025-05-19,,,,0.245
2025-05-16,,0.0,,
2025-05-14,,,,0.55
2025-05-09,,0.0,,0.23
2025-05-08,,-0.05,,0.6
2025-05-06,,,,0.2
2025-05-05,,,,0.2
2025-04-24,,,,0.37
2025-04-21,,,,0.3
2025-04-18,,,,0.1
2025-04-17,,,,0.2
2025-04-16,,,,0.35
2025-04-14,,,,0.1
2025-03-25,,0.075,,
2025-02-27,,0.0,,
2025-02-26,0.68,0.35,,
2025-02-11,,-0.2,,
2025-02-03,,-0.175,,
2025-01-22,,0.35,,
2025-01-12,,0.35,,
2025-01-10,,0.0,,
2025-01-09,,0.0,,
2024-12-26,,-0.8,,
2024-12-20,,0.62,,
2024-12-18,,0.0,,
2024-12-17,,0.4,,
2024-12-11,,0.1,,
2024-12-09,,0.0,,
2024-12-04,,0.0,,
2024-12-03,,0.2,,
2024-12-02,,0.0,,
2024-11-29,,0.375,,
2024-11-21,,0.3,,
2024-11-11,,0.0,,
2024-11-07,,0.0,,
2024-11-01,,0.1,,
2024-10-31,,0.0,,
2024-10-22,,0.77,,
2024-10-13,,0.0,,
2024-10-11,,-0.1417,,
2024-10-10,0.55,0.075,,
2024-10-09,0.3,0.4,,
2024-10-08,,-0.0667,,
2024-09-10,,0.0,,
2024-09-09,0.78,0.25,,
2024-08-28,,0.1,,
2024-08-27,0.73,0.4,,
2024-07-17,,0.2,,
2024-05-21,,0.3,,
2024-05-20,-0.1,,,
2024-05-09,-0.3,,,
2024-05-08,,0.4,,
2024-04-30,,0.0,,
