Date,Sentiment,Close
2025-03-21,-0.2,10.18
2025-03-20,0.13,10.18
2025-03-19,0.25,10.36
2025-03-18,0.15,10.36
2025-03-17,0.4,10.42
2025-03-07,0.23,10.64
2025-03-04,0.1833,10.6
2025-03-03,0.35,10.68
2025-03-02,0.7,10.68
2025-02-27,0.3936,10.66
2025-02-26,0.3,10.7
2025-02-24,0.1,10.48
2025-02-22,-0.25,10.48
2025-02-20,0.0833,10.44
2025-02-19,-0.08,10.5
2025-02-18,-0.0212,10.54
2025-02-17,0.2333,10.56
2025-02-14,0.325,10.56
2025-02-13,-0.05,10.52
2025-02-12,0.5,10.6
2025-02-10,0.2,10.46
2025-02-05,0.25,10.34
2025-01-28,0.1,10.24
2025-01-24,0.25,10.4
2025-01-22,-0.14,10.36
2025-01-20,0.1,10.28
2025-01-15,0.2,10.14
2025-01-12,0.1,10.14
2025-01-07,0.4,10.16
2025-01-02,0.225,10.18
2024-12-11,0.2,10.12
2024-12-05,0.25,10.22
2024-12-02,0.1,10.08
2024-11-30,0.35,10.08
2024-11-28,0.25,10.2
2024-11-27,0.45,10.18
2024-11-26,0.5,10.22
2024-11-25,0.4,10.3
2024-11-13,0.2,10.42
2024-11-12,0.175,10.48
2024-11-11,0.1,10.34
2024-11-08,0.4,10.5
2024-10-30,0.2,10.5
2024-10-29,0.225,10.46
2024-10-28,-0.1,10.4
2024-10-27,0.3,10.4
2024-10-26,0.3,10.4
2024-10-25,0.1333,10.54
2024-10-24,0.1,10.58
2024-10-23,0.1,10.62
2024-10-22,0.2875,10.62
2024-10-20,0.15,10.62
2024-10-19,0.12,10.62
2024-10-17,-0.2,10.68
2024-10-09,0.25,10.5
2024-10-03,0.4,10.54
2024-10-02,0.25,10.46
2024-09-24,0.4,10.74
2024-09-22,0.6,10.74
2024-09-19,0.2,10.64
2024-09-11,0.4,10.68
2024-08-30,0.2,10.78
2024-08-29,0.4,10.68
2024-08-22,0.4,10.44
2024-08-15,0.25,10.18
2024-08-13,0.4,10.2
2024-08-08,0.265,10.14
2024-08-07,0.3,10.14
2024-07-24,0.175,10.12
2024-07-17,0.4,10.08
2024-07-16,0.2,10.1
2024-07-10,0.25,10.02
2024-07-07,0.35,10.02
2024-07-05,0.4,10.04
2024-06-27,0.25,9.96
2024-05-28,0.55,9.99
2024-04-29,0.78,9.75
2024-03-22,0.4,9.59
2024-03-11,0.5,9.82
