Date,News
2025-02-26,"PETALING JAYA: Malayan Banking Bhd (Maybank) is still in the process of appointing a new group chief financial officer (CFO) to replace Khalijah Ismail who left following an internal inquiry. “We will update the market once we have identified the person,” Maybank president and group CEO Khairussaleh Ramli told reporters after announcing the bank’s financial results for the year ended Dec 31, 2024. Khairussaleh said that the internal inquiry was an isolated case and not prompted by any regulatory authority. No financial loss or regulatory breach was discovered during the investigation, he added. Khairussaleh also said that Khalijah was given due process and the opportunity to present her case during the inquiry. “We uphold governance to the highest standard. We think that any activity or any decision that we make will have to be based on key principles including governance and this includes the action we took on the group CFO,” he said. On Feb 17, Maybank announced Khalijah’s immediate departure, citing an internal inquiry as the reason. The bank has since appointed Malique Firdauz Ahmad Sidique as acting group CFO effective the same day."
2025-02-18,"PETALING JAYA: Malique Firdauz Ahmad Sidique has been appointed as Malayan Banking Bhd’s (Maybank) acting chief financial officer (CFO). In a Bursa Malaysia filing yesterday, the bank said its previous CFO Khalijah Ismail stepped down pursuant to an internal inquiry. “The process of identifying a new group CFO for Maybank has commenced and is under way. “In the interim, Malique Firdauz will assume the position of acting group CFO with effect from Feb 17,” the filing said."
2025-02-05,"PETALING JAYA: Maybank Investment Bank (Maybank IB) has raised its total industry volume (TIV) forecast for this year by 5% to 790,000 units, up from its previous estimate of 750,000 units. In a research note today, the investment bank said its revised forecast reflects sustained mass-market growth, offset by weakness in the premium/luxury segment, with a positive catalyst from another operating margin variance (OMV) deferment. It said that mass-market sales, particularly from Perodua and some Proton models, are expected to benefit from higher consumer spending, driven by the minimum wage increase in February 2025 and the civil servant wage hike in December 2024. “The mass-premium market segment (vehicles priced RM100,000-RM200,000) will face margin pressure from intensified competition but should still contribute to overall TIV growth. “Meanwhile, the premium/luxury segment is likely to struggle due to competition from affordable and attractive new models, including electric vehicles (EVs), as well as potential petrol subsidy cuts and the high-value goods tax, which could offset growth in other segments,” it said. Maybank IB also projected that the adoption of battery EVs/hybrid EVs will reach 3% and 5%, respectively, in 2025 compared to 2% and 4% last year. This growth will be driven by new model launches and aggressive pricing, especially from completely built-up (CBU) brands rushing to sell before the EV CBU incentives expire. However, as of October 2024, only 3,354 EV chargers had been installed, far below the 10,000-unit target for 2025. It noted that meeting this goal will require 554 new chargers to be installed per month, compared to the 2024 average of just 111 per month, it noted. The investment bank explained that the OMV exercise duty determines the taxable value of completely knocked-down (CKD) vehicles by factoring in not just production costs but also sales-related expenses, such as design and licensing fees. “If implemented, CKD car prices could rise by 10%-30%, making locally assembled cars significantly more expensive. “We believe this could hurt local TIV sales, especially if it coincides with other headwinds like petrol subsidy rationalisation and the high-value goods tax, potentially dampening consumer sentiment and market demand,” it added."
2025-01-28,"PETALING JAYA: Bank Negara Malaysia (BNM) has imposed administrative monetary penalties (AMP) totalling RM1.66 million on four financial institutions for non-compliance with the Financial Services Act 2013 and the Islamic Financial Services Act 2013. In a statement today, BNM said the AMP amounts, imposed on July 22 last year, had been paid by the institutions involved, namely Malayan Banking Bhd (Maybank), RHB Bank Bhd, Maybank Islamic Bhd and AmInvestment Bank Bhd. Maybank and RHB Bank paid RM750,000 each, while Maybank Islamic paid RM150,000 and AmInvestment Bank RM10,000. BNM said the financial institutions committed non-compliances associated with late, incomplete and/or inaccurate submissions of critical data related to financials and payments, external assets and liabilities, cash balance of payments and borrower’s credit information. “(These non-compliances) may impact analysis, decision-making and publications by BNM. “Common root causes of these non-compliances include unresolved issues affecting financial institutions’ internal IT systems, incorrect application of statistical requirements and inadequate operating procedures,” said the central bank. BNM said the financial institutions had taken remedial steps to address these issues, including system enhancements, strengthening processes for validating submissions and providing additional staff training. “Erroneous submissions have been fully rectified and did not affect releases of aggregate data by BNM for the relevant reporting periods,” it said."
2024-12-05,"PETALING JAYA: An Industrial Court has upheld the sacking of a Maybank clerk who accessed her former husband’s bank account without his consent, saying the stern action will instil public confidence in financial institutions. The 36-year-old claimant was dismissed on Aug 17, 2022, following a domestic inquiry which found her guilty of unauthorised access of the accounts of her ex-husband and 23 others following a probe. Kuala Lumpur Industrial Court chairman Augustine Anthony said the court was mindful of the numerous public complaints about data breaches which have caused loss and misery to many innocent people. “Unauthorised banking transactions are a source of tremendous worry where people’s life savings have sometimes been lost due to various scams and cybercrimes. This court is also aware that mobile devices play a very significant role in the online and internet banking system. “Conscious of this role, financial institutions are investing heavily in risk management with a view to securing the safety and integrity of customers’ personal data and information. All these efforts will be futile if employees disregard strict banking policies and standard operating procedures,” he said in an award delivered last month. Anthony said Maybank began investigations after the claimant’s husband lodged a complaint in April 2022. The court heard that the couple divorced in 2021 and that the claimant, who had served Maybank for 15 years, had accessed his account even after their separation. Anthony said the claimant had kept screenshots of transactions involving 23 other account holders in her handphone, which her ex-husband submitted to the bank to facilitate the probe. The court said it could not accept the claimant’s testimony that she had her ex-husband’s consent to access his account. “It is not believable in light of the former husband’s complaint to the bank. “In any event, at the time the claimant accessed his banking account, they were divorced. Based on the claimant’s own evidence, their relationship had become so acrimonious that it is not believable that the complainant would have given her his consent,” the award read. Anthony commended Maybank’s counsel HR Dipendra for exercising restraint when cross-examining the claimant, saying the lawyer was exceedingly professional and courteous for asking only the most relevant questions in view of the sensitive nature of the dispute. The court also described the claimant’s action in submitting four letters purportedly issued by customers granting her consent to access their accounts “strange” since they were all dated one day after she was issued a show-cause letter by the bank. “None of these letters were produced by the claimant during the show cause and investigative stage.” The claimant’s excuse that she had forgotten to do so due to the stress she was under is unacceptable, said Anthony. “This was a clear afterthought designed in preparation for the case,” he said. In any case, he said the claimant had, in breach of the bank’s policy and procedures, failed to obtain the requisite consent before accessing the accounts. Anthony said the conduct of the claimant had exposed the bank to serious consequences. He said the claimant’s conduct of retaining the customers’ information in her mobile device was a clear breach of her employment contract and a serious misconduct that warranted her dismissal. Dipendra and Nur Azmina Izzati appeared for Maybank, while Naveen Joshua Solomon and P Kirthika represented the claimant."
2024-11-30,"KUALA LUMPUR: Affin Bank, Maybank and CIMB Group have announced flood relief programmes to help those affected by the floods. CIMB said it would provide six-month relief on loan and financing repayments, and waive late charges and fees. The relief applies to individual and small business customers, Bernama reported. Small businesses who need additional cash flow assistance can apply for a disaster relief facility of up to RM700,000 at a preferential financing rate, CIMB said. The banking group said it would distribute RM2.5 million for on-ground flood relief efforts as well as post-flood support. Maybank will defer loan and financing repayments, reduce monthly instalments or extend repayment tenure. The bank would also waive fees and charges for selected services, such as replacement of debit cards, ATM cards or cheque books. Affin Bank said it was offering financial relief on a variety of loans and financing products through its natural disaster relief programme."
2024-11-12,"KUALA LUMPUR: Malayan Banking Bhd (Maybank) is considering options including buying out Ageas SA’s minority stake in Etiqa as Malaysia’s biggest lender seeks to boost the value of the Southeast Asian insurer, according to people with knowledge of the matter. Maybank, as the Kuala Lumpur-listed lender is known, may also seek to replace Belgium insurer Ageas with another minority investor, said the people, asking not to be identified as the deliberations are private. Maybank owns 69% of Etiqa, while Ageas holds the remaining 31%. “A potential deal could value Etiqa at as much as US$4 billion (RM17.73 billion),” the people said. “Other options include renegotiating existing bancassurance agreements to help distribute insurance products,” they added. “Deliberations are ongoing and no final decisions have been made,” the people said, adding that Maybank could decide against pursuing any transaction. Representatives for Maybank, Ageas and Etiqa declined to comment. “Etiqa is profitable and has the potential to grow in Malaysia and the region,” Maybank CEO Khairussaleh Ramli said in an interview last year. He also ruled out a potential listing of the insurer. With more than 10,000 agents and 44 branches, Etiqa offers both conventional and shariah-compliant insurance products in Malaysia, Singapore, the Philippines, Indonesia and Cambodia, according to its website."
2024-10-27,"KUALA LUMPUR: World No 4 Yin Ruoning shot a superb final-round 65 to win her second tournament in three weeks at the US LPGA Tour’s Maybank Championship in Malaysia on Sunday. The 22-year-old No 1-ranked Chinese golfer Yin is in red-hot form on the LPGA Tour’s Asian swing, having won her home Buick Shanghai title a fortnight ago and finishing tied 14th at the BMW Championship in South Korea last weekend. She took her third win of 2024 at the Kuala Lumpur Golf and Country Club by finishing on 23-under 265, a stroke clear of Thailand’s Jeeno Thitikul. Yin, Jeeno. and South Korea’s Ryu Hae-ran all began the final day tied for the lead at 16-under par, but it was Yin who got over the line with a seventh birdie of her round at the final hole to complete a bogey-free card. Ryu finished a stroke further back third on 21-under par. “I was pretty nervous,” admitted the former world No 1 Yin. “I really, really appreciated Haeran and Jeeno. They bring the best out of me. “Just another great day on the course and another great day with my friends.” She attributed her superb late-season form to mental strength and becoming able to handle anxiety. “I would say I learnt a lot from early this year because I was pretty stressed,” said Yin. “I had such a great last year and I was wondering if I could win again. “But I think I just really learned that I just need to enjoy myself out there and have fun.” Yin started well with two birdies in her first three holes. She holed two more at the sixth and seventh before securing a two-shot advantage with a beautiful approach on the 10th. She gained another shot to par at the 12th and sealed victory with her 25th birdie of the week on the final hole. Jeeno had to settle for second place for the second year in a row, having lost in a playoff to Celine Boutier last year. The 21-year-old said she never doubted that Yin would make her final birdie putt from 1.2m to secure the title. “She never missed a putt from that distance in the two days I played with her. So I knew she was going to make it,” said Jeeno. “She played four rounds of incredible golf, so the trophy belongs to someone who made fewer mistakes.”"
2024-10-25,"KUALA LUMPUR: Maja Stark shot a second consecutive round of 66 to take the 36-hole lead at the Maybank Championship in Kuala Lumpur. The Swede collected seven birdies and a bogey at Kuala Lumpur Golf and Country Club, driven by consecutive birdies from No 10 to 13. She carded par on the five remaining holes to take a one-shot lead at 12-under 132 for the tournament. “It went very well. I think I was pretty solid off the tee,” Stark said. “Had a lot of short irons. Then it was – I’ve been struggling a bit with my putting this whole year, but I feel like I really had an easier time seeing the lines here than I usually do.” Four players are one shot back at 11-under, and two more two shots back. Players had to battle weather on Friday, with conditions reaching almost 33C and a two-hour delay in the afternoon. Stark, 24, is seeking her second LPGA Tour win and first since 2022. She has three top-10 finishes in her past 18 starts, including back-to-back second-place finishes in April. Over the first two rounds, she is first with 14 birdies, but she has an eager group of players one shot back: Marina Alex (64 on Friday), South Koreans Narin An (67) and Haeran Ryu (69), and Wei-Ling Hsu (68) from Taipei. Alex posted a bogey-free round that included six birdies and an eagle on No 17 to catapult from 26th place after the first round. She spent the past three weeks at home in Florida, working with her coaches, and said the time away was valuable. “The season is super long. This will already have been my 20th event, so depending on how the rest of the season plays out, could be upwards of 25. That’s a lot of golf,” she said. “I mean, I think that players are playing a lot more and so it’s good to be mindful of taking a little time off.” South Korea’s Hye-Jin Choi (66) and Ruoning Yin of China (67) sit two shots back. First-round leader Mao Saigo on Japan slid to T13 after a 74 on Friday, following her opening-round 63."
2024-09-12,"PETALING JAYA: Singapore-based Funding Societies has been given the stamp of approval by Malayan Banking Bhd (Maybank) with its strategic investment in the digital finance platform for the region’s micro, small-and-medium enterprises (MSMEs). The strategic investment by Malaysia’s largest lender follows on the heels of similar investments by sovereign wealth fund Khazanah Nasional and CGC Digital, the digital arm of Credit Guarantee Corp, early this year. The financial details of Maybank’s investment were not disclosed. A financial technology (fintech) company, Funding Societies has disbursed over US$4 billion (RM17.3 billion) in business financing to more than 100,000 MSMEs across Malaysia, Singapore, Indonesia, Thailand and Vietnam since its establishment in 2015. Funds from the previous investments by Khazanah and CGC were used to expand the platform’s coverage in Malaysia to areas beyond Kuala Lumpur, Selangor, Penang and Johor. The funding by Malaysian government-linked companies and top venture capitalist funds such as Softbank and Sequoia Capital is testament to the validity of a business concept hatched by two Harvard Business School students a decade ago. The duo were Kelvin Teo, who hails from Senai, Johor, and Indonesian Reynold Wijaya. They founded Funding Societies – a Web-based peer-to-peer lending startup targeting small businesses – in 2015 while pursuing their Master in Business Administration in Harvard. Seizing an opportunity In an interview, Teo and Reynold said they established Funding Societies and its Indonesian arm Modalku as they saw “significant opportunity across Asia as SME financing is a structural problem”. For example, MSMEs represent 97% of business establishments in Malaysia, and contribute 38% to gross domestic product (GDP). “However, compared to consumer financing, SME financing is also an extremely hard problem with considerable local nuances. For Funding Societies, we only enter markets that we’re passionate in and that we can win, hence Southeast Asia is our natural choice,” they said. It is fair to say that they have prevailed, given that Founding Societies is now the largest SME digital finance and debt investment platform in Southeast Asia. On the latest investment, Teo, who is the group CEO, said: “We are honoured by Maybank’s support, reflecting a shared commitment to serve MSMEs in Southeast Asia. “This partnership reaffirms our dedication to extending credit access to underserved MSMEs that face cash flow management challenges – an area we are progressively expanding to help these businesses fulfil their business potential,” he said in a statement yesterday. For Maybank, the investment is part of the lender’s approach to accelerate innovation by collaborating with partners to extend its outreach to MSMEs across the region. Maybank president and group CEO Khairussaleh Ramli said its banking expertise along with Funding Societies’ digital platform would foster a robust and sustainable SME ecosystem."
