Date,Close,Sentiment_Free_Malaysia_Today,Sentiment_The_Star,Sentiment_Yahoo_Finance,Sentiment_i3Investor
2026-02-09,11.722729682922363,0.0,0.4725,0.0,0.2
2026-02-06,11.606084823608398,0.0,0.0,0.0,0.0
2026-02-05,11.606084823608398,0.0,0.0,0.2,0.1
2026-02-04,11.606084823608398,0.0,0.0,0.0,0.42
2026-02-03,11.606084823608398,0.0,0.0,0.0,0.42
2026-01-30,11.470000267028809,0.0,0.3,0.0,0.0
2026-01-29,11.314475059509276,0.0,0.0,0.0,0.0
2026-01-28,11.470000267028809,0.0,0.0,0.0,0.0
2026-01-27,11.431118965148926,0.0,0.0,0.0,0.7
2026-01-26,11.178390502929688,0.0,0.0,0.0,0.37
2026-01-23,11.04230499267578,0.0,0.0,0.0,0.45
2026-01-22,10.906220436096191,0.0,0.66,0.0,0.0
2026-01-21,10.789576530456545,0.0,0.415,0.0,0.427
2026-01-20,10.75069522857666,0.62,0.515,0.0,0.0
2026-01-19,10.847898483276367,0.0,0.0,0.0,0.0
2026-01-16,10.847898483276367,0.0,0.0,0.0,0.36
2026-01-15,10.789576530456545,0.0,0.6,0.0,0.0
2026-01-14,10.73125457763672,0.0,0.73,0.0,0.4
2026-01-13,10.75069522857666,0.0,0.0,0.0,0.4
2026-01-12,10.634050369262695,0.0,0.0,0.0,0.3
2026-01-09,10.55628776550293,0.0,0.0,0.0,-0.1
2026-01-08,10.34244155883789,0.0,0.0,0.0,0.3
2026-01-07,10.381322860717772,0.0,0.0,0.0,0.15
2026-01-06,10.400762557983398,0.0,0.0,0.0,0.35
2026-01-05,10.264678955078123,0.0,0.25,0.0,0.2667
2026-01-02,10.14803409576416,0.0,0.0,0.0,0.6
2025-12-31,10.186915397644045,0.0,0.0,0.0,0.42
2025-12-30,10.206356048583984,0.0,0.0,0.0,0.4
2025-12-29,10.14803409576416,0.0,0.0,0.0,0.45
2025-12-26,10.109152793884276,0.0,0.0,0.0,0.0
2025-12-24,10.186915397644045,-0.35,-0.22,0.0,0.4
2025-12-23,10.245237350463867,0.0,0.0,0.0,0.8
2025-12-22,10.186915397644045,0.0,0.0,0.0,0.45
2025-12-19,10.14803409576416,0.0,0.0,0.0,0.0
2025-12-18,10.01194953918457,0.0,0.0,0.0,0.15
2025-12-17,10.01194953918457,0.0,0.0,0.0,0.4
2025-12-16,10.070271492004396,0.0,0.0,0.0,0.2
2025-12-15,10.070271492004396,0.0,0.0,0.0,0.0
2025-12-12,10.01194953918457,0.0,0.0,0.0,0.375
2025-12-11,9.973068237304688,0.0,0.0,0.0,0.0
2025-12-10,9.83698272705078,0.0,0.0,0.0,0.0
2025-12-09,9.817543029785156,0.0,0.0,0.0,0.0
2025-12-08,9.83698272705078,0.0,0.0,0.0,0.0
2025-12-05,9.895305633544922,0.0,0.0,0.0,-0.2
2025-12-04,9.95362663269043,0.0,0.0,0.0,0.125
2025-12-03,9.973068237304688,0.0,0.0,0.39,0.4875
2025-12-02,10.050830841064451,0.0,0.45,0.0,0.0
2025-12-01,9.69117832183838,0.0,0.0,0.0,0.0
2025-11-28,9.632856369018556,0.0,0.0,0.0,0.0
2025-11-27,9.700898170471191,0.0,0.0,0.0,0.0
2025-11-26,9.700898170471191,0.0,0.0,0.0,0.15
2025-11-25,9.700898170471191,0.0,0.6,0.0,0.6
2025-11-24,9.68145751953125,0.0,0.3333,0.0,0.2257
2025-11-21,9.662016868591309,0.0,0.25,0.0,0.05
2025-11-20,9.623135566711426,0.0,0.1,0.0,0.0
2025-11-19,9.652297019958496,0.0,0.0,0.0,0.0
2025-11-18,9.642576217651367,0.0,0.0,0.0,0.0
2025-11-17,9.642576217651367,0.0,0.1,0.0,0.4
2025-11-14,9.652297019958496,0.0,0.0,0.0,0.4
2025-11-13,9.671737670898438,0.0,0.58,0.0,0.4
2025-11-12,9.662016868591309,0.0,0.0,0.0,0.2875
2025-11-11,9.632856369018556,0.0,0.12,0.0,0.425
2025-11-10,9.662016868591309,0.0,0.3725,0.0,0.0
2025-11-07,9.632856369018556,0.0,0.0,0.0,0.35
2025-11-06,9.642576217651367,0.0,0.0,0.0,0.0
2025-11-05,9.642576217651367,0.0,0.2,0.0,0.0
2025-11-04,9.671737670898438,0.0,0.0,0.0,0.0
2025-11-03,9.671737670898438,0.0,0.2,0.0,0.0
2025-10-31,9.593975067138672,0.0,0.1167,0.1,0.0
2025-10-30,9.613415718078612,0.0,0.2333,0.0,0.0
2025-10-29,9.593975067138672,0.0,0.3333,0.0,0.0
2025-10-28,9.603694915771484,0.0,0.2125,0.0,0.0
2025-10-27,9.632856369018556,0.0,0.4,0.0,0.0
2025-10-24,9.623135566711426,0.0,0.0,0.0,0.0
2025-10-23,9.564813613891602,0.0,0.0,0.0,0.0
2025-10-22,9.584254264831545,0.0,0.0,0.0,0.3
2025-10-21,9.623135566711426,0.0,0.0,0.0,0.4533
2025-10-17,9.613415718078612,0.0,0.56,0.0,0.0
2025-10-16,9.642576217651367,0.0,0.0,0.0,0.0
2025-10-15,9.642576217651367,0.0,0.0,0.0,0.0
2025-10-14,9.642576217651367,0.0,0.0,0.0,0.0
2025-10-13,9.652297019958496,0.0,0.0,0.0,0.2
2025-10-10,9.671737670898438,0.0,0.0,0.0,0.0
2025-10-09,9.720338821411133,0.0,0.1,0.0,0.0
2025-10-08,9.720338821411133,0.0,0.0,0.0,0.0
2025-10-07,9.671737670898438,0.0,0.0,0.0,0.0
2025-10-06,9.73978042602539,0.0,0.0,0.0,0.0
2025-10-03,9.720338821411133,0.0,0.0,0.0,0.85
2025-10-02,9.700898170471191,0.0,0.85,0.0,0.53
2025-10-01,9.671737670898438,0.0,0.0,0.0,0.275
2025-09-30,9.632856369018556,0.0,0.35,0.0,0.29
2025-09-29,9.632856369018556,0.475,0.3,0.0,0.1
2025-09-26,9.613415718078612,0.0,0.1,0.0,0.4
2025-09-25,9.516212463378906,0.0,0.0,0.0,0.0
2025-09-24,9.555093765258787,0.0,0.0,0.0,0.1
2025-09-23,9.54537296295166,0.0,0.1,0.0,0.2
2025-09-22,9.564813613891602,0.0,0.0,0.0,0.0
2025-09-19,9.52593231201172,0.0,0.6,0.0,0.0
2025-09-18,9.603694915771484,0.0,0.6,0.0,0.0
2025-09-17,9.662016868591309,0.0,0.61,0.0,0.0
2025-09-12,9.593975067138672,0.0,0.0,0.0,0.2
2025-09-11,9.496771812438965,0.0,0.4,0.0,0.0
2025-09-10,9.399568557739258,0.0,0.4,0.0,0.0
2025-09-09,9.46556282043457,0.0,0.645,0.0,0.0
2025-09-08,9.427850723266602,0.0,-0.3,0.0,0.0
2025-09-04,9.418423652648926,0.0,0.0,0.0,0.0
2025-09-03,9.408995628356934,0.0,0.0,0.0,0.1833
2025-09-02,9.484418869018556,0.0,0.05,0.0,0.52
2025-08-29,9.333572387695312,0.0,0.0,0.2,0.2
2025-08-28,9.380712509155272,0.0,-0.15,0.0,0.0
2025-08-27,9.229866981506348,0.0,-0.0833,0.0,0.143
2025-08-26,9.192155838012695,0.0,0.15,0.0,0.2333
2025-08-25,9.286434173583984,0.0,0.0,0.0,0.0
2025-08-22,9.239294052124023,0.0,0.0,0.0,0.0
2025-08-21,9.220438957214355,0.0,0.53,0.0,0.0
2025-08-20,9.239294052124023,0.0,0.0,0.0,0.345
2025-08-19,9.239294052124023,0.0,0.0,0.0,0.25
2025-08-18,9.220438957214355,0.0,0.0,0.0,0.0
2025-08-15,9.239294052124023,0.0,0.0,0.0,0.0
2025-08-14,9.277006149291992,0.0,0.2,0.0,0.0
2025-08-13,9.29586124420166,0.0,0.3667,0.0,0.0
2025-08-12,9.154443740844728,0.0,0.3375,0.0,0.0
2025-08-11,9.09787654876709,0.0,0.3,0.0,0.0
2025-08-08,9.060165405273438,0.0,0.0,0.0,0.0
2025-08-07,9.079020500183104,0.0,0.0,0.0,0.0
2025-08-06,9.079020500183104,0.0,0.15,0.835,0.2375
2025-08-05,9.107304573059082,0.0,0.3533,0.0,0.4
2025-08-04,8.994170188903809,0.0,0.0,0.0,0.0
2025-08-01,9.050737380981444,0.0,0.2,0.0,0.0
2025-07-31,8.852752685546875,0.0,0.0,0.0,0.1
2025-07-30,8.909319877624512,0.0,0.0,0.0,0.0
2025-07-29,8.97531509399414,0.0,0.0,0.0,0.0
2025-07-28,8.994170188903809,0.0,0.0,0.0,0.0
2025-07-25,8.994170188903809,0.175,0.0,0.0,0.4
2025-07-24,9.079020500183104,0.0,0.0,0.0,0.0
2025-07-23,9.041309356689451,0.0,0.0,0.0,0.0
2025-07-22,8.984742164611816,0.0,0.0,0.0,0.2
2025-07-21,8.97531509399414,0.0,0.0,0.0,0.4
2025-07-18,8.97531509399414,0.0,0.6,0.0,0.0
2025-07-17,8.984742164611816,0.0,0.38,0.0,0.0
2025-07-16,8.984742164611816,0.0,0.0,0.0,0.0
2025-07-15,9.09787654876709,0.0,0.3333,0.0,0.4133
2025-07-14,9.16387176513672,0.0,0.565,0.0,0.4
2025-07-11,9.135587692260742,0.0,0.0,0.0,0.2
2025-07-10,9.173298835754396,0.0,0.0,0.0,0.0
2025-07-09,9.145015716552734,0.0,0.1,0.0,0.3
2025-07-08,9.145015716552734,0.0,0.445,0.0,0.0
2025-07-07,9.16387176513672,0.0,0.225,0.0,0.4025
2025-07-04,9.182727813720703,0.0,0.7,0.0,0.0
2025-07-03,9.239294052124023,0.0,0.75,0.0,0.35
2025-07-02,9.201582908630373,0.0,0.0,0.0,0.0
2025-07-01,9.16387176513672,0.0,0.4,0.0,-0.05
2025-06-30,9.145015716552734,0.0,0.36,0.0,0.3
2025-06-26,9.248723030090332,0.0,0.0,0.0,0.1
2025-06-25,9.229866981506348,0.0,0.0,0.0,0.0
2025-06-24,9.239294052124023,0.0,0.0,0.0,0.35
2025-06-23,9.116731643676758,0.0,0.55,0.0,0.2
2025-06-20,9.107304573059082,0.0,0.0,0.0,0.0
2025-06-19,9.050737380981444,0.0,0.0,0.0,0.0
2025-06-18,9.06959342956543,0.0,0.0,0.0,0.0
2025-06-17,9.0035982131958,0.0,0.0,0.0,0.0
2025-06-16,9.041309356689451,0.0,0.0,0.0,-0.3
2025-06-13,9.145015716552734,0.0,0.0,0.0,0.0
2025-06-12,9.211010932922363,0.0,0.0,0.0,0.488
2025-06-11,9.145015716552734,0.0,0.68,0.0,0.0
2025-06-10,9.107304573059082,0.0,0.0,0.0,0.0
2025-06-09,9.126160621643066,0.0,0.0,0.0,0.2
2025-06-06,9.145015716552734,0.0,0.0,0.0,0.0
2025-06-05,9.145015716552734,0.0,0.0,0.0,0.0
2025-06-04,9.16387176513672,0.0,0.0,0.0,0.0
2025-06-03,9.201582908630373,0.0,0.0,0.0,0.0
2025-05-30,9.220438957214355,0.0,0.0,0.0,0.0
2025-05-29,9.305289268493652,0.0,0.0,0.0,-0.35
2025-05-28,9.277006149291992,0.0,-0.2,0.0,0.0
2025-05-27,9.286434173583984,0.0,-0.2,0.0,0.165
2025-05-26,9.352428436279297,0.0,0.1,0.0,0.4
2025-05-23,9.314717292785645,0.0,0.0,0.0,0.0
2025-05-22,9.258150100708008,0.0,0.0,0.0,0.0
2025-05-21,9.427850723266602,0.0,0.2,0.0,0.1
2025-05-20,9.46556282043457,0.0,0.405,0.0,0.38
2025-05-19,9.559842109680176,0.73,0.3,0.0,0.2
2025-05-16,9.559842109680176,0.0,0.0,0.0,0.0
2025-05-15,9.522130012512209,0.0,0.0,0.0,0.0
2025-05-14,9.616408348083496,0.0,0.46,0.0,0.0
2025-05-13,9.616408348083496,0.0,0.27,0.0,0.0
2025-05-09,9.324145317077637,0.0,0.0,0.0,0.0
2025-05-08,9.314717292785645,0.0,0.0,0.0,0.2
2025-05-07,9.427850723266602,0.0,0.0,0.0,0.3
2025-05-06,9.39013957977295,0.0,0.1,0.0,0.1
2025-05-05,9.427850723266602,0.0,0.1,0.0,0.0
2025-05-02,9.418423652648926,0.0,0.0,0.0,0.1167
2025-04-30,9.418423652648926,0.45,0.24,0.0,0.0
2025-04-29,9.380712509155272,0.0,0.0,0.0,0.0
2025-04-28,9.418423652648926,0.0,0.0,0.0,-0.075
2025-04-25,9.305289268493652,0.0,0.05,0.0,-0.175
2025-04-24,9.380712509155272,0.0,-0.025,0.0,0.275
2025-04-23,9.380712509155272,0.0,0.41,0.0,0.0
2025-04-22,9.380712509155272,0.0,0.43,0.0,0.0
2025-04-21,9.408995628356934,0.0,0.0,0.0,0.1
2025-04-18,9.446707725524902,0.0,0.0,0.0,0.0
2025-04-17,9.305289268493652,0.0,0.0,0.0,-0.1
2025-04-16,9.277006149291992,0.0,0.0,0.0,0.3
2025-04-15,9.37128448486328,0.0,0.365,0.0,0.4
2025-04-14,9.324145317077637,0.0,0.63,0.0,0.425
2025-04-11,9.258150100708008,0.0,0.0,0.0,0.2
2025-04-10,9.418423652648926,0.0,0.0,0.0,0.125
2025-04-09,8.956459045410156,0.0,0.0,0.0,0.0
2025-04-08,9.314717292785645,0.0,0.7,0.0,-0.2
2025-04-07,9.427850723266602,0.0,0.0,0.0,0.0
2025-04-04,9.654119491577148,-0.4,-0.2,0.0,0.0
2025-04-03,9.672975540161133,0.0,0.35,0.0,0.3
2025-04-02,9.72954273223877,0.0,0.0,0.0,0.275
2025-03-28,9.540985107421877,0.0,0.6,0.0,0.1667
2025-03-27,9.767253875732422,0.0,0.0,0.0,0.1
2025-03-26,9.597553253173828,0.0,0.0,0.0,0.2
2025-03-25,9.63526439666748,0.0,0.0,0.0,0.435
2025-03-24,9.578696250915527,0.0,0.0,0.0,0.0
2025-03-21,9.597553253173828,0.0,0.0,0.0,-0.3
2025-03-20,9.597553253173828,0.0,0.2,0.0,0.1667
2025-03-19,9.767253875732422,0.0,0.0,0.0,0.325
2025-03-17,9.82382106781006,0.0,0.0,0.0,0.3
2025-03-14,9.72954273223877,0.0,0.0,0.0,0.0
2025-03-13,9.710687637329102,0.0,0.0,0.0,0.0
2025-03-12,9.597553253173828,0.0,0.0,0.0,0.0
2025-03-11,9.654120445251465,0.0,0.0,0.0,0.0
2025-03-10,9.672404289245604,0.0,0.0,0.0,0.0
2025-03-07,9.727258682250977,0.0,0.525,0.0,-0.25
2025-03-06,9.654120445251465,0.0,0.0,0.0,0.0
2025-03-05,9.672404289245604,0.0,0.0,0.0,0.0
2025-03-04,9.69069004058838,0.0,0.4,0.0,0.125
2025-03-03,9.763826370239258,0.0,0.5133,0.0,0.35
2025-02-28,9.800395011901855,0.0,0.0,0.0,0.0
2025-02-27,9.7455415725708,0.0,0.25,0.0,0.3789
2025-02-26,9.782110214233398,-0.1,0.425,0.0,0.7
2025-02-25,9.562698364257812,0.0,0.7,0.0,0.0
2025-02-24,9.58098316192627,0.0,0.0,0.0,0.25
2025-02-21,9.599267959594728,0.0,-0.4,0.0,0.0
2025-02-20,9.544414520263672,0.0,-0.1,0.0,0.15
2025-02-19,9.599267959594728,0.0,0.0,0.0,-0.2833
2025-02-18,9.635835647583008,-0.3,0.1,0.0,-0.2083
2025-02-17,9.654120445251465,0.0,0.15,0.0,0.2
2025-02-14,9.654120445251465,0.0,0.525,0.0,0.0
2025-02-13,9.617551803588867,0.0,0.1,0.0,0.0
2025-02-12,9.69069004058838,0.0,0.175,0.0,0.0
2025-02-10,9.562698364257812,0.0,0.5,0.0,0.0
2025-02-07,9.526129722595217,0.0,0.0,0.0,0.0
2025-02-06,9.526129722595217,0.0,0.0,0.0,0.0
2025-02-05,9.452993392944336,0.3,0.0,0.0,0.0
2025-02-04,9.489561080932615,0.0,0.0,0.0,0.0
2025-02-03,9.416424751281738,0.0,0.0,0.0,0.0
2025-01-31,9.452993392944336,0.0,0.0,0.0,0.0
2025-01-28,9.361570358276367,-0.2,0.0,0.0,0.0
2025-01-27,9.471277236938477,0.0,0.0,0.0,0.0
2025-01-24,9.507845878601074,0.0,0.4,0.0,0.0
2025-01-23,9.471277236938477,0.0,0.0,0.0,0.0
2025-01-22,9.471277236938477,0.0,-0.35,0.0,0.0
2025-01-21,9.39813995361328,0.0,-0.35,0.0,0.0
2025-01-20,9.39813995361328,0.0,0.1,0.0,0.0
2025-01-17,9.270150184631348,0.0,0.0,0.0,0.0
2025-01-16,9.270150184631348,0.0,0.0,0.0,0.0
2025-01-15,9.270150184631348,0.0,0.3,0.0,0.0
2025-01-14,9.325002670288086,0.0,0.0,0.0,0.0
2025-01-13,9.215295791625977,0.0,0.0,0.0,0.0
2025-01-10,9.233580589294434,0.0,0.0,0.0,0.0
2025-01-09,9.215295791625977,0.0,0.0,0.0,0.0
2025-01-08,9.197012901306152,0.0,0.0,0.0,0.0
2025-01-07,9.288433074951172,0.0,0.2,0.0,0.0
2025-01-06,9.233580589294434,0.0,0.0,0.0,0.0
2025-01-03,9.270150184631348,0.0,0.0,0.0,0.0
2025-01-02,9.306718826293944,0.0,0.425,0.0,0.0
2024-12-31,9.361570358276367,0.0,0.0,0.0,0.0
2024-12-30,9.361570358276367,0.0,0.0,0.0,0.0
2024-12-27,9.233580589294434,0.0,0.0,0.0,0.0
2024-12-26,9.251864433288574,0.0,0.0,0.0,0.0
2024-12-24,9.215295791625977,0.0,0.0,0.0,0.0
2024-12-23,9.215295791625977,0.0,0.0,0.0,0.0
2024-12-20,9.105589866638184,0.0,0.0,0.0,0.0
2024-12-19,9.197012901306152,0.0,0.0,0.0,0.0
2024-12-18,9.251864433288574,0.0,0.0,0.0,0.0
2024-12-17,9.270150184631348,0.0,0.0,0.0,0.0
2024-12-16,9.251864433288574,0.0,0.0,0.0,0.0
2024-12-13,9.270150184631348,0.0,0.0,0.0,0.0
2024-12-12,9.270150184631348,0.0,0.0,0.0,0.0
2024-12-11,9.251864433288574,0.0,0.2,0.0,0.0
2024-12-10,9.233580589294434,0.0,0.0,0.0,0.0
2024-12-09,9.233580589294434,0.0,0.0,0.0,0.0
2024-12-06,9.288433074951172,0.0,0.0,0.0,0.0
2024-12-05,9.343286514282228,0.3,0.0,0.0,0.0
2024-12-04,9.306718826293944,0.0,0.0,0.0,0.0
2024-12-03,9.306718826293944,0.0,0.0,0.0,0.0
2024-12-02,9.215295791625977,0.0,0.0,0.0,0.0
2024-11-29,9.325002670288086,0.0,0.0,0.0,0.0
2024-11-28,9.325002670288086,0.0,0.4,0.0,0.0
2024-11-27,9.306718826293944,0.0,0.465,0.0,0.0
2024-11-26,9.343286514282228,0.0,0.29,0.0,0.0
2024-11-25,9.416424751281738,0.0,0.2,0.0,0.0
2024-11-22,9.325002670288086,0.0,0.0,0.0,0.0
2024-11-21,9.325002670288086,0.0,0.0,0.0,0.0
2024-11-20,9.251864433288574,0.0,0.0,0.0,0.0
2024-11-19,9.361570358276367,0.0,0.0,0.0,0.0
2024-11-18,9.452993392944336,0.0,0.0,0.0,0.0
2024-11-15,9.471277236938477,0.0,0.0,0.0,0.0
2024-11-14,9.416424751281738,0.0,0.0,0.0,0.0
2024-11-13,9.526129722595217,0.0,0.2,0.0,0.0
2024-11-12,9.58098316192627,0.32,0.15,0.0,0.0
2024-11-11,9.452993392944336,0.0,0.1,0.0,0.0
2024-11-08,9.599267959594728,0.0,0.42,0.0,0.0
2024-11-07,9.672404289245604,0.0,0.0,0.0,0.0
2024-11-06,9.69069004058838,0.0,0.0,0.0,0.0
2024-11-05,9.635835647583008,0.0,0.0,0.0,0.0
2024-11-04,9.544414520263672,0.0,0.0,0.0,0.0
2024-11-01,9.507845878601074,0.0,0.0,0.0,0.0
2024-10-30,9.599267959594728,0.0,0.1,0.0,0.0
2024-10-29,9.562698364257812,0.0,0.35,0.0,0.0
2024-10-28,9.507845878601074,0.0,-0.2,0.0,0.0
2024-10-25,9.635835647583008,0.0,0.2,0.0,0.0
2024-10-24,9.672404289245604,0.0,0.2,0.0,0.0
2024-10-23,9.708972930908203,0.0,0.2,0.0,0.0
2024-10-22,9.708972930908203,0.0,0.4525,0.0,0.0
2024-10-21,9.7455415725708,0.0,0.0,0.0,0.0
2024-10-18,9.7455415725708,0.0,0.0,0.0,0.0
2024-10-17,9.763826370239258,0.0,-0.3,0.0,0.0
2024-10-16,9.69069004058838,0.0,0.0,0.0,0.0
2024-10-15,9.7455415725708,0.0,0.0,0.0,0.0
2024-10-14,9.635835647583008,0.0,0.0,0.0,0.0
2024-10-11,9.654120445251465,0.0,0.0,0.0,0.0
2024-10-10,9.635835647583008,0.0,0.0,0.0,0.0
2024-10-09,9.599267959594728,0.0,0.6,0.0,0.0
2024-10-08,9.58098316192627,0.0,0.6,0.0,0.0
2024-10-07,9.599267959594728,0.0,0.0,0.0,0.0
2024-10-04,9.599267959594728,0.0,0.0,0.0,0.0
2024-10-03,9.635835647583008,0.0,0.4,0.0,0.0
2024-10-02,9.562698364257812,0.0,0.1,0.0,0.0
2024-10-01,9.635835647583008,0.0,0.0,0.0,0.0
2024-09-30,9.58098316192627,0.0,0.0,0.0,0.0
2024-09-27,9.599267959594728,0.0,0.0,0.0,0.0
2024-09-26,9.7455415725708,0.0,0.0,0.0,0.0
2024-09-25,9.782110214233398,0.0,0.0,0.0,0.0
2024-09-24,9.818678855895996,0.0,0.64,0.0,0.0
2024-09-23,9.782110214233398,0.0,0.0,0.0,0.0
2024-09-20,9.69069004058838,0.0,0.0,0.0,0.0
2024-09-19,9.727258682250977,0.0,0.4,0.0,0.0
2024-09-18,9.763826370239258,0.0,0.4,0.0,0.0
2024-09-17,9.7455415725708,0.0,0.0,0.0,0.0
2024-09-13,9.727258682250977,0.0,0.0,0.0,0.0
2024-09-12,9.727258682250977,0.76,0.0,0.0,0.0
2024-09-11,9.763826370239258,0.0,0.6,0.0,0.0
2024-09-10,9.736398696899414,0.0,0.0,0.0,0.0
2024-09-09,9.700799942016602,0.62,0.0,0.0,0.0
2024-09-06,9.61180305480957,0.2,0.0,0.0,0.0
2024-09-05,9.61180305480957,0.0,0.0,0.0,0.0
2024-09-04,9.61180305480957,0.0,0.0,0.0,0.0
2024-09-03,9.522804260253906,0.0,0.0,0.0,0.0
2024-09-02,9.576202392578123,0.0,0.0,0.0,0.0
2024-08-30,9.594001770019531,0.0,0.3,0.0,0.0
2024-08-29,9.5050048828125,0.0,0.3,0.0,0.0
2024-08-28,9.665201187133787,0.7,0.25,0.0,0.0
2024-08-27,9.522804260253906,0.0,0.0,0.0,0.0
2024-08-26,9.380406379699709,0.0,0.0,0.0,0.0
2024-08-23,9.29140853881836,0.0,0.0,0.0,0.0
2024-08-22,9.29140853881836,0.0,0.7,0.0,0.0
2024-08-21,9.3626070022583,0.0,0.0,0.0,0.0
2024-08-20,9.433805465698242,0.0,0.0,0.0,0.0
2024-08-19,9.433805465698242,0.0,0.0,0.0,0.0
